Delta,Theta,Alpha,Beta,Y
9.43302E+05,1.68793E+05,8.9743E+04,1.2308E+04,1E+00
4.18669E+05,2.0845E+04,4.7212E+04,1.0446E+04,1E+00
1.000785E+06,1.16488E+05,3.1514E+04,2.8634E+04,1E+00
2.123511E+06,1.35314E+05,9.1193E+04,2.8718E+04,1E+00
8.38712E+05,5.4065E+04,1.03324E+05,2.1991E+04,1E+00
1.08117E+06,4.45504E+05,8.5492E+04,3.1391E+04,1E+00
3.51226E+05,3.6947E+04,3.285E+04,1.006E+04,1E+00
1.722804E+06,1.13847E+05,1.22106E+05,2.5999E+04,1E+00
2.105329E+06,9.7526E+05,2.07655E+05,5.373E+04,1E+00
2.53036E+05,4.48855E+05,8.7368E+04,2.28075E+05,1E+00
1.823497E+06,2.10335E+05,3.8596E+04,2.1252E+04,1E+00
9.69344E+05,1.011241E+06,5.1489E+04,7.6012E+04,1E+00
5.7185E+04,2.2309E+04,1.3682E+04,5.447E+03,1E+00
1.433262E+06,1.26035E+05,7.4074E+04,1.8073E+04,1E+00
3.01288E+05,5.99151E+05,1.824E+04,2.2605E+04,1E+00
1.499957E+06,2.03738E+05,7.4111E+04,5.8083E+04,1E+00
5.87533E+05,1.59253E+05,6.5542E+04,1.1436E+04,1E+00
2.14271E+06,1.27437E+05,2.9695E+04,3.2662E+04,1E+00
5.17143E+05,6.28441E+05,1.21773E+05,5.5811E+04,1E+00
1.208857E+06,1.22172E+05,2.2716E+04,3.9369E+04,1E+00
9.46705E+05,2.34053E+05,4.4548E+04,2.4639E+04,1E+00
1.745296E+06,1.42157E+05,6.4293E+04,2.2029E+04,1E+00
2.07672E+06,8.3157E+04,2.3986E+04,1.91E+04,1E+00
1.421186E+06,1.34031E+05,3.0296E+04,3.676E+03,1E+00
3.14026E+05,3.3548E+04,1.553E+03,5.062E+03,1E+00
1.809802E+06,5.3987E+05,1.57833E+05,6.3966E+04,1E+00
6.76507E+05,2.97224E+05,1.2475E+04,1.6328E+04,1E+00
2.98468E+05,2.67354E+05,1.456E+04,9.74E+03,1E+00
1.926977E+06,6.839E+04,2.3893E+04,1.6218E+04,1E+00
1.549148E+06,3.35617E+05,5.02732E+05,2.7251E+04,1E+00
2.050988E+06,9.91328E+05,1.54039E+05,8.0559E+04,1E+00
1.451172E+06,1.199864E+06,2.3718E+04,6.2827E+04,1E+00
1.534466E+06,6.22137E+05,3.0375E+04,5.6584E+04,1E+00
9.75355E+05,1.91901E+05,2.1434E+04,6.387E+03,0E+00
2.03819E+05,3.3113E+04,1.1483E+04,3.438E+03,0E+00
1.281378E+06,2.01935E+05,3.4519E+04,2.0977E+04,0E+00
7.16153E+05,7.3086E+04,2.841E+03,5.947E+03,0E+00
2.275437E+06,2.1915E+05,6.1025E+04,4.4041E+04,0E+00
1.083035E+06,3.6556E+04,5.7976E+04,2.4762E+04,0E+00
2.012791E+06,8.96857E+05,6.9498E+04,5.2077E+04,0E+00
5.55387E+05,4.90787E+05,2.6325E+04,3.8507E+04,0E+00
2.196853E+06,1.411808E+06,2.657E+05,7.999E+04,0E+00
1.51796E+05,1.6626E+05,1.2047E+04,1.11E+04,0E+00
4.22276E+05,1.18464E+05,1.8063E+04,1.2694E+04,0E+00
3.71672E+05,2.92189E+05,1.8777E+04,1.997E+04,0E+00
2.10107E+06,8.0717E+04,4.0038E+04,1.6757E+04,0E+00
1.517325E+06,8.02477E+05,1.04171E+05,2.3253E+04,0E+00
1.56313E+05,1.78646E+05,1.5641E+04,7.742E+03,0E+00
7.11638E+05,4.4341E+04,1.0901E+04,2.692E+04,0E+00
3.95246E+05,2.85136E+05,6.1769E+04,5.0803E+04,0E+00
9.78662E+05,1.75373E+05,3.1367E+04,2.9046E+04,0E+00
7.45146E+05,3.71635E+05,1.01963E+05,1.7524E+04,0E+00
8.72571E+05,4.26233E+05,6.071E+04,2.9721E+04,0E+00
6.80961E+05,9.4983E+04,2.0616E+04,1.0702E+04,0E+00
8.39074E+05,1.4477E+05,2.5428E+04,1.1228E+04,0E+00
3.86909E+05,1.74134E+05,7.0117E+04,1.3173E+04,0E+00
1.811567E+06,1.66341E+05,1.8762E+04,1.8404E+04,0E+00
4.54296E+05,5.9487E+04,2.0975E+04,6.422E+03,0E+00
5.58207E+05,2.48382E+05,3.8295E+04,1.4515E+04,0E+00
4.29963E+05,1.51636E+05,2.5571E+04,1.5729E+04,0E+00
2.61517E+05,1.38372E+05,4.5661E+04,2.3432E+04,0E+00
2.266314E+06,6.89798E+05,4.0467E+04,1.2984E+04,0E+00
7.11855E+05,9.2602E+04,1.0989E+04,7.348E+03,0E+00
1.113839E+06,2.10153E+05,5.4018E+04,1.4012E+04,0E+00
1.613326E+06,2.16803E+05,1.4268E+04,2.2778E+04,0E+00
2.734722E+06,2.30695E+05,5.8622E+04,3.0023E+04,0E+00
1.75427E+05,3.68603E+05,2.31049E+05,3.2978E+04,0E+00
1.089541E+06,4.71139E+05,2.8814E+05,6.9872E+04,0E+00
2.51188E+05,1.27711E+05,2.2818E+04,9.56E+03,0E+00
3.42371E+06,4.63436E+05,3.2479E+04,3.7275E+04,0E+00
8.66657E+05,3.57361E+05,8.0377E+04,2.8416E+04,0E+00
7.24754E+05,1.06599E+05,1.9597E+04,6.374E+03,0E+00
2.78281E+05,1.9694E+04,8.641E+03,2.219E+03,0E+00
2.28483E+05,7.6897E+04,1.1395E+04,9.796E+03,0E+00
6.26106E+05,1.50332E+05,1.0706E+04,1.3678E+04,0E+00
7.48851E+05,4.6543E+04,5.993E+03,8.359E+03,0E+00
1.716993E+06,1.617255E+06,3.5137E+04,2.657E+04,0E+00
1.121023E+06,3.60502E+05,6.8259E+04,6.466E+03,0E+00
1.571787E+06,1.3582E+05,1.9399E+04,1.2187E+04,0E+00
1.082002E+06,1.36106E+05,5.9403E+04,1.2504E+04,0E+00
1.818705E+06,1.73164E+05,2.6954E+04,1.694E+04,0E+00
3.48828E+05,4.7619E+04,3.273E+03,1.76E+03,0E+00
1.519578E+06,1.60031E+05,1.4677E+04,1.3729E+04,0E+00
7.03446E+05,1.00683E+05,7.3421E+04,4.2422E+04,0E+00
1.011001E+06,1.44797E+05,2.5195E+04,1.6331E+04,0E+00
1.038492E+06,6.2965E+04,2.3847E+04,2.3152E+04,0E+00
1.589328E+06,1.1329E+05,1.2724E+04,1.9928E+04,0E+00
3.4146E+05,1.3229E+04,9.955E+03,2.4149E+04,0E+00
2.24805E+05,1.47712E+05,6.4219E+04,5.4006E+04,0E+00
2.83479E+05,1.20986E+05,3.8549E+04,1.3011E+04,0E+00
2.70063E+05,6.1784E+04,4.7989E+04,6.113E+03,0E+00
1.31394E+05,2.1693E+04,3.179E+03,7.928E+03,0E+00
8.14211E+05,2.34163E+05,1.69461E+05,2.8621E+04,0E+00
6.89457E+05,1.1466E+05,4.435E+04,4.526E+03,0E+00
8.00241E+05,4.15699E+05,4.8815E+04,2.5871E+04,0E+00
5.50686E+05,2.7522E+04,3.3073E+04,1.7022E+04,0E+00
4.31406E+05,1.46097E+05,3.903E+04,3.3645E+04,0E+00
5.61483E+05,6.8668E+04,5.8076E+04,2.3076E+04,0E+00
2.044933E+06,3.51842E+05,8.7534E+04,3.1467E+04,0E+00
3.84882E+05,1.117E+05,1.4638E+04,3.0161E+04,0E+00
4.66433E+05,1.46479E+05,8.52E+02,1.0726E+04,0E+00
1.5833E+04,2.6994E+04,9.264E+03,8.897E+03,0E+00
1.549315E+06,4.37606E+05,4.6453E+04,3.4438E+04,0E+00
6.29374E+05,4.07601E+05,3.1412E+04,2.3796E+04,0E+00
3.87397E+05,7.8461E+04,2.0776E+04,3.1353E+04,0E+00
2.790228E+06,8.6013E+04,1.7931E+04,2.8699E+04,0E+00
8.10045E+05,2.555E+04,1.5205E+04,6.351E+03,0E+00
1.446762E+06,4.57366E+05,7.5505E+04,1.5362E+04,0E+00
6.26895E+05,2.628E+05,4.8447E+04,3.4421E+04,0E+00
5.28666E+05,2.33805E+05,6.4776E+04,2.6676E+04,0E+00
1.775E+03,1.0107E+04,5.161E+03,1.0682E+04,0E+00
1.22658E+05,5.1663E+04,2.37E+03,6.657E+03,0E+00
1.950846E+06,3.6246E+05,9.0299E+04,9.94E+03,0E+00
1.547737E+06,4.115E+04,9.2897E+04,3.0887E+04,0E+00
1.930146E+06,2.32797E+05,8.3363E+04,2.4381E+04,0E+00
8.38322E+05,5.0389E+04,5.928E+03,3.969E+03,0E+00
4.21377E+05,4.97385E+05,4.0577E+04,2.8986E+04,0E+00
4.23379E+05,8.8128E+04,2.5597E+04,1.5384E+04,0E+00
5.36999E+05,4.3713E+04,5.564E+03,1.1519E+04,0E+00
4.39848E+05,5.8118E+04,1.6553E+04,6.7E+03,0E+00
3.64861E+05,4.61554E+05,5.4446E+04,1.617E+04,0E+00
1.57012E+05,3.5928E+04,1.6911E+04,6.84E+03,0E+00
2.30858E+06,3.28402E+05,4.1319E+04,1.5016E+04,0E+00
4.27082E+05,1.7855E+05,2.4005E+04,2.9921E+04,0E+00
1.864709E+06,4.5125E+04,1.5552E+04,1.4672E+04,0E+00
1.93691E+05,3.2578E+04,5.342E+03,2.456E+03,0E+00
6.71887E+05,6.8606E+04,2.113E+04,2.814E+03,0E+00
1.394174E+06,2.10386E+05,1.7777E+04,9.121E+03,0E+00
3.95453E+05,2.46701E+05,1.32612E+05,8.427E+03,0E+00
6.54322E+05,5.0794E+04,5.8219E+04,8.211E+03,0E+00
7.63415E+05,1.54485E+05,9.533E+03,1.5205E+04,0E+00
1.231545E+06,3.1116E+04,1.1214E+04,5.283E+03,0E+00
1.42725E+05,2.9123E+05,9.303E+03,3.61E+04,0E+00
7.25929E+05,1.16373E+05,3.0079E+04,1.8484E+04,0E+00
8.23486E+05,1.076687E+06,1.76288E+05,6.5835E+04,0E+00
6.90648E+05,3.15825E+05,1.224E+04,2.4049E+04,0E+00
2.84163E+05,5.9435E+04,1.2553E+04,8.609E+03,0E+00
6.83823E+05,1.75456E+05,2.0598E+04,1.7248E+04,0E+00
6.98228E+05,7.0181E+04,1.3273E+04,1.652E+03,0E+00
5.15216E+05,1.1212E+05,2.2328E+04,5.762E+03,0E+00
8.43256E+05,5.967E+04,3.2412E+04,6.34E+03,0E+00
5.4483E+05,5.9948E+04,3.2232E+04,7.071E+03,0E+00
1.26736E+05,4.9601E+04,1.0017E+04,5.35E+03,0E+00
3.48293E+05,1.10364E+05,2.3464E+04,6.982E+03,0E+00
6.86889E+05,1.25123E+05,1.0877E+04,5.718E+03,0E+00
7.95808E+05,1.4264E+05,5.267E+03,1.2464E+04,0E+00
9.3416E+05,6.13945E+05,5.8401E+04,4.4913E+04,0E+00
5.27011E+05,1.92241E+05,1.02309E+05,5.8088E+04,0E+00
4.67675E+05,3.14144E+05,2.1724E+04,1.3531E+04,0E+00
1.806476E+06,3.23322E+05,1.1848E+05,7.102E+04,0E+00
1.64647E+05,5.9774E+04,4.097E+03,5.615E+03,0E+00
1.87095E+05,6.2022E+04,1.0438E+04,9.783E+03,0E+00
2.93504E+05,8.3567E+04,1.2707E+04,2.1443E+04,0E+00
4.56144E+05,3.41442E+05,8.193E+03,3.4915E+04,0E+00
1.10135E+05,2.5154E+04,1.2487E+04,9.536E+03,0E+00
3.68927E+05,3.2076E+05,3.4402E+04,1.3836E+04,0E+00
5.6437E+04,2.0624E+04,5.798E+03,4.185E+03,0E+00
1.79292E+05,3.4769E+04,2.376E+03,2.191E+03,0E+00
1.730449E+06,8.50278E+05,1.48711E+05,1.00541E+05,0E+00
1.41877E+05,6.1903E+04,4.1481E+04,3.717E+03,0E+00
8.0711E+05,4.57904E+05,6.9547E+04,3.0858E+04,0E+00
1.008513E+06,1.0524E+05,5.9973E+04,5.114E+03,0E+00
2.400007E+06,1.03627E+05,3.1454E+04,1.6148E+04,0E+00
2.280074E+06,1.224573E+06,1.83023E+05,9.9658E+04,0E+00
1.507423E+06,3.06152E+05,1.0929E+04,1.3044E+04,0E+00
2.061681E+06,3.99928E+05,3.419E+04,2.4435E+04,0E+00
5.97064E+05,1.71913E+05,1.7436E+04,1.6934E+04,0E+00
6.802E+05,3.59871E+05,6.8298E+04,2.0215E+04,0E+00
1.55547E+05,3.5313E+04,4.651E+03,2.962E+03,0E+00
2.046878E+06,3.18308E+05,1.8871E+04,4.6535E+04,0E+00
1.823554E+06,1.64746E+05,5.61E+04,8.033E+03,0E+00
1.793181E+06,1.29335E+05,5.52398E+05,1.26201E+05,0E+00
6.92417E+05,1.09842E+05,1.136E+04,1.9455E+04,0E+00
8.17468E+05,2.24645E+05,2.8656E+04,1.9683E+04,0E+00
5.31391E+05,3.7773E+04,5.2012E+04,1.0259E+04,0E+00
3.44178E+05,6.1737E+04,1.7966E+04,1.4786E+04,0E+00
2.49926E+05,3.3953E+04,1.9448E+04,5.621E+03,0E+00
1.42452E+05,3.2764E+04,1.8659E+04,1.3337E+04,0E+00
2.17945E+05,7.18671E+05,2.906E+04,1.4128E+04,0E+00
9.09616E+05,2.4939E+04,1.7666E+04,2.484E+03,0E+00
1.318399E+06,5.07532E+05,4.1366E+04,1.02182E+05,0E+00
9.52022E+05,2.18743E+05,3.4411E+04,2.3873E+04,0E+00
2.05176E+06,5.94673E+05,1.99308E+05,9.2994E+04,0E+00
2.22545E+05,6.922E+03,3.335E+03,1.734E+03,0E+00
3.86505E+05,2.5892E+04,1.7201E+04,3.702E+03,0E+00
6.06573E+05,6.0309E+04,1.5754E+04,8.748E+03,0E+00
2.052632E+06,8.8056E+04,5.2158E+04,2.1157E+04,0E+00
1.014281E+06,5.28724E+05,4.9011E+04,2.1267E+04,0E+00
2.99045E+05,4.0702E+04,1.851E+04,4.741E+03,0E+00
1.433689E+06,4.4889E+04,1.113E+04,1.512E+04,0E+00
1.231968E+06,6.45087E+05,4.8827E+04,6.2969E+04,0E+00
9.4565E+05,2.69231E+05,7.0506E+04,2.1862E+04,0E+00
1.991815E+06,1.96445E+05,8.286E+04,2.1867E+04,0E+00
1.167327E+06,2.77235E+05,3.7653E+04,1.6709E+04,0E+00
2.97383E+05,1.31147E+05,1.3218E+04,1.4279E+04,0E+00
1.02805E+06,2.49961E+05,2.567E+03,2.4513E+04,0E+00
1.544691E+06,2.7678E+05,7.441E+03,2.9893E+04,0E+00
1.441399E+06,9.0443E+04,2.1229E+04,7.072E+03,0E+00
4.90384E+05,1.25277E+05,8.613E+03,2.7372E+04,0E+00
7.87731E+05,9.34E+04,4.5266E+04,2.4486E+04,0E+00
6.71981E+05,8.9341E+04,2.7757E+04,5.474E+03,0E+00
5.33349E+05,1.5474E+04,6.318E+03,1.403E+03,0E+00
1.5562E+04,2.09529E+05,2.2929E+04,3.366E+04,0E+00
2.65174E+05,1.07461E+05,6.247E+03,9.105E+03,0E+00
3.28781E+05,2.82364E+05,1.0904E+04,2.6634E+04,0E+00
9.95165E+05,1.62809E+05,2.0943E+04,2.6442E+04,0E+00
1.325227E+06,4.16863E+05,8.7353E+04,3.9068E+04,0E+00
1.23458E+06,9.8802E+04,2.8841E+04,1.9143E+04,0E+00
1.813463E+06,4.16534E+05,2.6791E+04,5.9268E+04,0E+00
6.17579E+05,7.35366E+05,3.042E+04,3.566E+03,0E+00
8.02994E+05,1.38275E+05,7.577E+03,1.6866E+04,0E+00
4.48943E+05,1.17142E+05,1.3566E+04,2.7281E+04,0E+00
1.192331E+06,1.40392E+05,5.9658E+04,1.9669E+04,0E+00
7.84505E+05,1.53295E+05,3.3033E+04,1.9647E+04,0E+00
7.23707E+05,2.1342E+04,4.137E+03,8.236E+03,0E+00
6.55264E+05,9.5459E+04,6.25E+03,2.319E+03,0E+00
2.96689E+05,1.0489E+05,3.8348E+04,1.1771E+04,0E+00
2.104458E+06,1.24687E+05,4.4326E+04,1.1621E+04,0E+00
7.09194E+05,3.30463E+05,6.912E+03,1.9494E+04,0E+00
5.46633E+05,4.86276E+05,8.7174E+04,3.5794E+04,0E+00
8.54189E+05,7.6703E+04,2.2033E+04,6.037E+03,0E+00
8.97599E+05,5.0481E+04,2.2639E+04,1.001E+04,0E+00
9.21984E+05,5.613E+04,1.4539E+04,1.3923E+04,0E+00
6.9772E+05,6.8275E+05,5.794E+04,3.1289E+04,0E+00
2.81498E+05,6.9888E+04,1.0582E+04,5.671E+03,0E+00
1.265294E+06,2.3094E+04,1.3312E+04,5.822E+03,0E+00
1.71317E+05,6.8155E+04,1.1277E+04,6.151E+03,0E+00
6.8016E+04,1.8587E+04,9.874E+03,1.599E+03,0E+00
6.32453E+05,4.58903E+05,4.3607E+04,3.5749E+04,0E+00
1.013569E+06,1.97686E+05,3.7609E+04,3.2416E+04,0E+00
7.95625E+05,3.0549E+04,5.0157E+04,7.331E+03,0E+00
1.63342E+05,3.8743E+04,2.955E+03,3.398E+03,0E+00
1.45002E+05,4.779E+04,8.352E+03,1.654E+03,0E+00
6.31053E+05,2.46629E+05,1.3385E+04,1.9696E+04,0E+00
1.57004E+05,9.0122E+04,2.9334E+04,2.5452E+04,0E+00
6.47815E+05,2.78809E+05,1.135E+04,8.831E+03,0E+00
5.09594E+05,2.08526E+05,1.8331E+04,1.6533E+04,0E+00
3.67107E+05,2.76487E+05,1.3144E+04,2.275E+04,0E+00
2.49065E+05,1.92335E+05,3.624E+03,1.692E+04,0E+00
1.0957E+04,2.062E+04,1.849E+03,1.136E+04,0E+00
7.55337E+05,3.12848E+05,1.5633E+04,1.034E+04,0E+00
5.64715E+05,2.22531E+05,1.05712E+05,2.2447E+04,0E+00
2.56315E+05,3.3241E+04,1.0191E+04,8.316E+03,0E+00
4.24361E+05,3.53021E+05,5.988E+04,7.277E+03,0E+00
5.82572E+05,1.86813E+05,2.1976E+04,4.168E+03,0E+00
1.932769E+06,6.24475E+05,3.3826E+04,1.4753E+04,0E+00
6.79006E+05,2.51271E+05,4.692E+03,8.321E+03,0E+00
3.06106E+05,2.07815E+05,3.5292E+04,2.2248E+04,0E+00
2.96279E+05,3.07851E+05,5.9317E+04,1.9611E+04,0E+00
2.22091E+05,4.4766E+04,5.895E+03,9.245E+03,0E+00
4.03674E+05,3.0202E+04,5.08E+03,2.0978E+04,0E+00
7.41838E+05,2.04191E+05,2.5473E+04,2.6024E+04,0E+00
9.2717E+04,8.3345E+04,1.1914E+04,2.3936E+04,0E+00
1.459551E+06,8.1369E+04,4.858E+03,6.694E+03,0E+00
9.97354E+05,1.65288E+05,2.1792E+04,2.0526E+04,0E+00
2.82992E+05,1.6589E+04,1.224E+04,9.385E+03,0E+00
3.66369E+05,9.8E+03,6.749E+03,2.589E+03,0E+00
3.629E+04,3.029E+04,1.9192E+04,5.272E+03,0E+00
5.28947E+05,6.76665E+05,5.1389E+04,2.5696E+04,0E+00
1.07267E+05,1.5534E+04,3.156E+03,1.377E+03,0E+00
6.80073E+05,3.00946E+05,2.7499E+04,1.0374E+04,0E+00
4.26241E+05,6.2561E+04,9.6208E+04,2.5722E+04,0E+00
4.63001E+05,2.58482E+05,2.6202E+04,3.9921E+04,0E+00
1.274303E+06,5.6531E+04,3.2058E+04,2.1608E+04,0E+00
1.918714E+06,2.11446E+05,2.543E+03,4.2715E+04,0E+00
2.00617E+06,9.56797E+05,5.5413E+04,3.1681E+04,0E+00
6.7778E+04,7.3764E+04,5.69E+03,2.8356E+04,0E+00
8.18124E+05,1.99448E+05,1.0418E+04,2.4272E+04,0E+00
3.3478E+05,1.8202E+04,1.0566E+04,4.952E+03,0E+00
7.36715E+05,1.41335E+05,1.988E+04,1.2204E+04,0E+00
2.6372E+05,5.4983E+04,9.083E+03,3.961E+03,0E+00
7.23235E+05,1.29464E+05,4.832E+03,7.318E+03,0E+00
7.2749E+05,5.328E+04,3.141E+04,4.828E+03,0E+00
5.76004E+05,4.62704E+05,2.1356E+04,7.0795E+04,0E+00
2.12919E+05,3.6263E+04,5.9315E+04,3.569E+03,0E+00
1.522824E+06,5.5012E+04,6.507E+03,1.8686E+04,0E+00
7.50638E+05,3.2099E+04,3.17E+03,4.388E+03,0E+00
5.31769E+05,4.4511E+04,1.8985E+04,1.8648E+04,0E+00
1.5483E+04,1.0738E+04,1.78E+03,1.8858E+04,0E+00
5.1786E+04,5.3231E+04,1.1043E+04,3.331E+03,1E+00
8.57052E+05,1.5198E+05,3.7143E+04,3.4853E+04,1E+00
1.154735E+06,2.4597E+04,3.669E+03,5.312E+03,1E+00
1.5779E+05,1.9032E+04,8.338E+03,2.6E+03,1E+00
1.602972E+06,1.563545E+06,4.37903E+05,2.41337E+05,1E+00
2.06355E+06,7.74595E+05,6.7768E+04,1.92344E+05,1E+00
2.6347E+04,1.27514E+05,1.2548E+04,1.6865E+04,1E+00
6.21677E+05,5.0162E+05,4.1885E+04,2.1038E+04,1E+00
2.510075E+06,7.59067E+05,1.19058E+05,3.6345E+04,1E+00
5.49888E+05,8.7909E+04,2.4516E+04,3.605E+03,1E+00
2.88739E+06,1.929041E+06,7.60979E+05,9.486E+04,1E+00
1.172001E+06,3.6913E+04,5.7036E+04,4.526E+03,1E+00
7.37579E+05,6.98368E+05,4.8283E+04,5.8965E+04,1E+00
3.6707E+04,9.456E+04,1.3149E+04,7.634E+03,1E+00
1.28571E+05,1.21199E+05,9.3059E+04,1.9569E+04,1E+00
3.15465E+05,7.3486E+04,3.0339E+04,4.8956E+04,1E+00
3.28489E+05,7.97959E+05,2.8311E+04,2.1175E+04,1E+00
2.97552E+05,1.28033E+05,1.65988E+05,3.7805E+04,1E+00
7.83692E+05,3.10414E+05,1.3966E+05,3.5306E+04,1E+00
5.99944E+05,5.0632E+04,1.037E+04,7.042E+03,1E+00
9.06638E+05,2.48708E+05,1.05653E+05,7.7309E+04,1E+00
6.21113E+05,5.2285E+04,2.8025E+04,1.0709E+04,1E+00
1.413144E+06,4.89576E+05,3.23797E+05,1.4397E+04,1E+00
7.79871E+05,1.76446E+05,5.6523E+04,2.5849E+04,1E+00
3.32201E+05,1.5646E+05,1.4274E+04,1.86847E+05,1E+00
2.45842E+05,4.6058E+04,1.5433E+04,2.307E+03,1E+00
2.83492E+06,7.73796E+05,1.68529E+05,7.2125E+04,1E+00
7.42552E+05,1.64784E+05,1.1978E+04,1.6056E+04,1E+00
1.870748E+06,3.05832E+05,2.03083E+05,1.08684E+05,1E+00
1.380848E+06,1.92032E+05,1.2038E+05,2.2768E+04,1E+00
1.40501E+05,2.1537E+04,2.8699E+04,1.4514E+04,1E+00
6.42246E+05,1.30278E+05,1.1866E+04,1.4679E+04,1E+00
1.490896E+06,7.19773E+05,1.03791E+05,5.1251E+04,1E+00
6.22761E+05,5.1195E+04,3.5303E+04,7.461E+03,1E+00
1.61616E+05,3.1633E+04,1.8247E+04,6.374E+03,1E+00
5.2083E+05,1.433912E+06,7.32529E+05,1.1525E+05,1E+00
1.133613E+06,8.76227E+05,1.143171E+06,2.59031E+05,1E+00
7.40662E+05,3.5049E+04,5.397E+03,1.7599E+04,1E+00
3.1258E+05,4.2956E+04,2.622E+04,2.4184E+04,1E+00
1.52524E+05,6.2903E+04,1.5941E+04,8.291E+03,1E+00
2.009443E+06,6.61306E+05,1.63239E+05,5.4008E+04,1E+00
6.38492E+05,6.0551E+04,1.0296E+04,5.652E+03,1E+00
4.63004E+05,5.1605E+04,2.814E+03,8.99E+03,1E+00
7.26653E+05,1.12801E+05,6.1538E+04,2.0839E+04,1E+00
1.84769E+06,2.072628E+06,1.81332E+05,1.31539E+05,1E+00
1.825974E+06,6.80748E+05,3.9692E+04,5.4544E+04,1E+00
1.127734E+06,1.32924E+05,1.78725E+05,3.4717E+04,1E+00
8.59455E+05,3.1951E+04,3.7311E+04,1.2601E+04,1E+00
1.37599E+06,5.03842E+05,4.5683E+04,8.0925E+04,1E+00
1.602875E+06,3.33237E+05,4.124E+04,5.8293E+04,1E+00
7.66227E+05,1.00866E+05,3.931E+03,6.546E+03,1E+00
1.468048E+06,4.86372E+05,4.0231E+04,5.7722E+04,1E+00
8.06005E+05,5.0034E+04,6.726E+03,1.1717E+04,1E+00
9.76705E+05,4.53895E+05,4.6823E+04,4.9166E+04,1E+00
7.72247E+05,1.40906E+05,3.6035E+04,1.4114E+04,1E+00
1.173396E+06,3.1029E+04,3.4299E+04,9.61E+03,1E+00
1.061609E+06,2.57645E+05,7.7895E+04,9.438E+03,1E+00
1.620499E+06,4.21838E+05,2.34688E+05,2.2175E+04,1E+00
1.17933E+06,3.69157E+05,4.6272E+04,4.8587E+04,1E+00
6.71552E+05,2.0742E+04,4.3698E+04,9.593E+03,1E+00
5.04562E+05,1.29106E+05,2.862E+04,1.6707E+04,1E+00
1.013726E+06,8.5858E+04,3.0136E+04,9.892E+03,1E+00
3.20797E+05,1.044E+05,6.206E+03,4.404E+03,1E+00
2.02833E+06,9.3681E+04,8.4011E+04,1.11079E+05,1E+00
6.09459E+05,1.7665E+04,2.3396E+04,2.837E+03,1E+00
2.858354E+06,2.64801E+05,2.507E+03,3.2067E+04,1E+00
1.64888E+05,2.4067E+04,5.501E+03,2.348E+03,1E+00
2.13014E+06,7.75939E+05,1.27653E+05,6.3712E+04,1E+00
9.51582E+05,4.6016E+04,4.5024E+04,5.435E+03,1E+00
7.01272E+05,3.38536E+05,1.57627E+05,2.1026E+04,1E+00
5.70432E+05,2.4119E+05,5.3418E+04,6.428E+03,1E+00
1.31688E+05,7.3024E+04,4.1627E+04,1.6795E+04,1E+00
1.200648E+06,4.11099E+05,1.02724E+05,4.4904E+04,1E+00
2.043054E+06,1.89438E+05,5.7127E+04,1.2476E+04,1E+00
1.215829E+06,3.51519E+05,1.58603E+05,4.642E+04,1E+00
1.121992E+06,1.08894E+05,3.5729E+04,1.2354E+04,1E+00
2.38674E+05,3.3085E+04,4.7846E+04,8.59E+03,1E+00
9.82171E+05,4.18356E+05,8.237E+03,1.9779E+04,1E+00
2.55093E+05,1.78885E+05,1.9E+04,2.539E+03,1E+00
1.285574E+06,2.50184E+05,2.5228E+04,1.87E+04,1E+00
4.6129E+05,3.0346E+04,1.6797E+04,4.3035E+04,1E+00
7.0891E+05,1.21647E+05,7.1107E+04,8.366E+03,1E+00
2.75349E+05,2.67814E+05,1.5893E+04,2.6593E+04,1E+00
7.27349E+05,9.698E+04,3.123E+04,6.391E+03,1E+00
4.8954E+04,9.115E+03,4.225E+03,5.316E+03,1E+00
6.82772E+05,1.55053E+05,1.0206E+04,6.0475E+04,1E+00
7.13996E+05,4.8784E+04,1.0247E+04,1.46E+03,1E+00
2.504516E+06,8.39136E+05,4.8621E+05,2.99349E+05,1E+00
9.08962E+05,2.50956E+05,5.4125E+04,1.3995E+04,1E+00
8.38108E+05,4.9792E+04,3.0096E+04,1.2093E+04,1E+00
3.5958E+05,1.35413E+05,2.075E+03,1.1906E+04,1E+00
4.50636E+05,7.46258E+05,1.36767E+05,8.9834E+04,1E+00
1.008881E+06,4.313E+05,4.538E+04,4.5374E+04,1E+00
3.71714E+05,5.7946E+04,8.295E+03,6.369E+03,1E+00
6.82538E+05,1.53755E+05,1.2064E+04,3.908E+03,1E+00
2.75423E+05,9.1032E+04,1.6398E+04,7.336E+03,1E+00
1.835162E+06,3.05237E+05,1.43749E+05,3.2831E+04,1E+00
1.24698E+06,6.0458E+04,4.156E+03,1.0217E+04,1E+00
1.007107E+06,6.271E+04,4.9217E+04,1.6545E+04,1E+00
1.430169E+06,2.9839E+05,9.154E+04,3.6624E+04,1E+00
1.9609E+05,8.0481E+04,2.1325E+04,1.0031E+04,1E+00
1.111563E+06,4.5928E+04,2.1515E+04,5.081E+03,1E+00
8.2638E+04,7.443E+04,2.2196E+04,5.722E+03,1E+00
2.002961E+06,1.52644E+05,1.23684E+05,7.3718E+04,1E+00
2.083856E+06,2.68639E+05,7.958E+04,4.0202E+04,1E+00
4.78716E+05,1.80015E+05,8.5565E+04,4.259E+04,1E+00
